kemendagri_kode_provinsi,kemendagri_nama_provinsi,kemendagri_kode_kabupatenkota,kemendagri_nama_kabupatenkota,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_puskesmas,tahun,pukesmas_melaksanakan_kegiatan_deteksi_dini,perempuan_usia_30_50_tahun,jenis_deteksi_dini_kanker_leher_rahim_dan_kanker_payudara,jumlah_deteksi_dini,satuan
11,Aceh,11.07,Kabupaten Pidie,11.07.29,Kecamatan Glumpang  Baro,GLUMPANG BARO,2021,0,1648,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.24,Kecamatan Mutiara Timur,MUTIARA,2021,0,2212,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.24,Kecamatan Mutiara Timur,MUTIARA BARAT,2021,0,3050,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.24,Kecamatan Mutiara Timur,UJONG RIMBA,2021,0,2912,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.21,Kecamatan Tiro/Truseb,TIRO,2021,0,1174,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.19,Kecamatan Tangse,TANGSE,2021,0,3817,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.22,Kecamatan Keumala,TITEUE,2021,0,975,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.22,Kecamatan Keumala,KEUMALA,2021,0,1468,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.17,Kecamatan Sakti,SAKTI,2021,0,3091,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.11,Kecamatan Mila,MILA,2021,0,1360,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.14,Kecamatan Padang Tiji,PADANG TIJI,2021,0,3180,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.04,Kecamatan Delima,DELIMA,2021,0,1854,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.04,Kecamatan Delima,REUBEE,2021,0,1262,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.25,Kecamatan Grong-grong,GRONG-GRONG,2021,0,1030,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.07,Kecamatan Indra Jaya,INDRAJAYA,2021,0,3470,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.15,Kecamatan Peukan Baro,PEUKAN BARO,2021,0,3031,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.08,Kecamatan Kembang Tanjong,KEMBANG TANJONG,2021,0,3160,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.18,Kecamatan Simpang Tiga,SIMPANG TIGA,2021,0,3387,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.09,Kecamatan Kota Sigli,KOTA SIGLI,2021,0,3040,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.16,Kecamatan Pidie,PIDIE,2021,0,6554,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.03,Kecamatan Batee,BATEE,2021,0,2923,curiga kanker,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.12,Kecamatan Muara Tiga,MUARA TIGA,2021,0,2798,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.09,"Kecamatan Trumon,",TRUMON,2021,1,898,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.18,Kecamatan Trumon Tengah,LADANG RIMBA,2021,1,1041,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.16,Kecamatan Trumon Timur,KRUENG LUAS,2021,1,1667,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.01,Kecamatan Bakongan,BAKONGAN,2021,1,1098,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.17,Kecamatan Kota Bahagia,BUKIT GADENG,2021,1,1263,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.15,Kecamatan Bakongan Timur,SEUBADEH,2021,1,1102,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.03,Kecamatan Kluet Selatan,KLUET SELATAN,2021,1,2437,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.14,Kecamatan Kluet Timur,DURIAN KAWAN,2021,1,1191,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.14,Kecamatan Kluet Timur,KLUET TIMUR,2021,1,1273,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.02,Kecamatan Kluet Utara,KLUET UTARA,2021,1,2154,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.02,Kecamatan Kluet Utara,KAMPONG PAYA,2021,1,1400,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.02,Kecamatan Kluet Utara,KUALA BA'U,2021,1,1046,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.10,Kecamatan Pasi Raja,LADANG TUHA,2021,1,1644,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.13,Kecamatan Kluet Tengah,MANGGAMAT,2021,1,1164,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.08,Kecamatan Tapaktuan,TAPAKTUAN,2021,1,1934,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.08,Kecamatan Tapaktuan,LHOK BENGKUANG,2021,1,1943,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.06,Kecamatan Samadua,SAMADUA,2021,1,2618,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.07,Kecamatan Sawang,SAWANG,2021,1,2643,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.05,Kecamatan Meukek,MEUKEK,2021,1,1873,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.05,Kecamatan Meukek,DRIEN JALO,2021,1,1357,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.04,Kecamatan Labuhan Haji,LABUHAN HAJI,2021,1,1706,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.11,"Kecamatan Labuhan Haji Timur,",PEULUMAT,2021,1,2221,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.12,Kecamatan Labuhan Haji Barat,BLANGKEJEREN,2021,1,2816,curiga kanker,0,jiwa
11,Aceh,11.01,Kabupaten Aceh Selatan,11.01.10,Kecamatan Pasi Raja,UJONG PADANG RASIAN,2021,1,1427,curiga kanker,0,jiwa
11,Aceh,11.18,Kabupaten Pidie Jaya,11.18.01,Kecamatan Meureudu,MEUREUDU,2021,0,2991,curiga kanker,0,jiwa
11,Aceh,11.18,Kabupaten Pidie Jaya,11.18.05,Kecamatan Meurah Dua,MEURAH DUA,2021,0,1775,curiga kanker,0,jiwa
11,Aceh,11.18,Kabupaten Pidie Jaya,11.18.04,Kecamatan Bandar Dua,BANDAR DUA,2021,0,1604,curiga kanker,0,jiwa
11,Aceh,11.18,Kabupaten Pidie Jaya,11.18.04,Kecamatan Bandar Dua,KUTA KRUENG,2021,0,1085,curiga kanker,0,jiwa
11,Aceh,11.18,Kabupaten Pidie Jaya,11.18.04,Kecamatan Bandar Dua,BLANG KUTA,2021,0,964,curiga kanker,0,jiwa
11,Aceh,11.18,Kabupaten Pidie Jaya,11.18.03,Kecamatan Jangka Buaya,JANGKA BUYA,2021,0,2154,curiga kanker,0,jiwa
11,Aceh,11.18,Kabupaten Pidie Jaya,11.18.02,Kecamatan Ulim,ULIM,2021,0,2673,curiga kanker,0,jiwa
11,Aceh,11.18,Kabupaten Pidie Jaya,11.18.08,Kecamatan Trienggadeng,TRIENGGADENG,2021,0,2356,curiga kanker,0,jiwa
11,Aceh,11.18,Kabupaten Pidie Jaya,11.18.07,Kecamatan Panteraja,PANTE RAJA,2021,0,1543,curiga kanker,0,jiwa
11,Aceh,11.18,Kabupaten Pidie Jaya,11.18.06,Kecamatan Bandar Baru,BANDAR BARU,2021,0,3214,curiga kanker,0,jiwa
11,Aceh,11.18,Kabupaten Pidie Jaya,11.18.06,Kecamatan Bandar Baru,CUBO,2021,0,836,curiga kanker,0,jiwa
11,Aceh,11.18,Kabupaten Pidie Jaya,11.18.06,Kecamatan Bandar Baru,SIMPANG 4 NYONG,2021,0,1892,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.05,Kecamatan Serbajadi,LOKOP,2021,0,1001,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.20,Kecamatan Simpang Jernih,SIMPANG JERNIH,2021,0,596,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.24,Kecamatan Peunaron,PEUNARON,2021,0,1464,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.04,Kecamatan Birem Bayeun,BIREM BAYEUN,2021,0,4385,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.08,Kecamatan Rantau Selamat,RANTAU SELAMAT,2021,0,1986,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.19,Kecamatan Sungai Raya,SUNGAI RAYA,2021,0,1882,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.07,Kecamatan Peureulak,PEUREULAK KOTA,2021,0,5708,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.17,Kecamatan Peureulak  Timur,PEUREULAK TIMUR,2021,0,2196,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.18,Kecamatan Peureulak Barat,PEUREULAK BARAT,2021,0,2397,curiga kanker,2,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.10,Kecamatan Rantau Peureulak,RANTO PEUREULAK,2021,0,3840,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.03,Kecamatan Idi Rayeuk,IDI RAYEUK,2021,0,5694,curiga kanker,2,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.16,Kecamatan Peudawa,PEUDAWA,2021,0,1802,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.15,Kecamatan Banda Alam,KEUDE GEUROBAK,2021,0,1303,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.14,Kecamatan Idi Tunong,IDI TUNONG,2021,0,1539,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.21,Kecamatan Darul Ihsan,DARUL IHSAN,2021,0,962,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.23,Kecamatan Idi Timur,IDI TIMUR,2021,0,929,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.01,Kecamatan Darul Aman,DARUL AMAN,2021,0,2970,curiga kanker,1,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.06,Kecamatan Nurussalam,NURUSSALAM,2021,0,2629,curiga kanker,2,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.22,Kecamatan Darul Falah,DARUL FALAH,2021,0,504,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.02,Kecamatan Julok,JULOK,2021,0,4078,curiga kanker,1,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.13,Kecamatan Indra Makmu,ALUE IE MIRAH,2021,0,1533,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.13,Kecamatan Indra Makmu,PERKEBUNAN INTI ALUE IE ITAM,2021,0,1201,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.11,Kecamatan Pante Bidari,MATANG PUDENG,2021,0,1591,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.11,Kecamatan Pante Bidari,PANTE BIDARI,2021,0,2137,curiga kanker,1,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.09,Kecamatan Simpang Ulim,SIMPANG ULIM,2021,0,3098,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.12,Kecamatan Madat,MADAT,2021,0,4016,curiga kanker,0,jiwa
11,Aceh,11.03,Kabupaten Aceh Timur,11.03.07,Kecamatan Peureulak,LEUBOK PEMPENG,2021,0,1188,curiga kanker,0,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.07,Kecamatan Timang Gajah,LAMPAHAN,2021,1,3032,curiga kanker,0,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.07,Kecamatan Timang Gajah,RONGA RONGA,2021,1,1404,curiga kanker,0,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.01,Kecamatan Pintu Rime Gayo,BLANG RAKAL,2021,1,1028,curiga kanker,0,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.01,Kecamatan Pintu Rime Gayo,SINGAH MULO,2021,1,1069,curiga kanker,0,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.05,Kecamatan Bukit,SIMPANG TIGA,2021,1,4401,curiga kanker,0,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.06,Kecamatan Wih Pesam,PANTE RAYA,2021,1,2972,curiga kanker,0,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.06,Kecamatan Wih Pesam,SIMPANG TERITIT,2021,0,1144,curiga kanker,0,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.04,Kecamatan Bandar,BANDAR,2021,1,3794,curiga kanker,0,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.08,Kecamatan Bener Kelipah,BENER KELIPAH,2021,1,730,curiga kanker,0,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.03,Kecamatan Syiah Utama,SAMAR KILANG,2021,0,226,curiga kanker,0,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.09,Kecamatan Mesidah,MESIDAH,2021,0,551,curiga kanker,0,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.02,Kecamatan Permata,BUNTUL KEUMUMU,2021,1,1706,curiga kanker,0,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.02,Kecamatan Permata,RAMUNG ,2021,0,1276,curiga kanker,0,jiwa
11,Aceh,11.75,Kota Subulussalam,11.75.01,Kecamatan Simpang Kiri,SIMPANG KIRI,2021,0,6879,curiga kanker,0,jiwa
11,Aceh,11.75,Kota Subulussalam,11.75.02,Kecamatan Penanggalan,PENANGGALAN,2021,0,2135,curiga kanker,0,jiwa
11,Aceh,11.75,Kota Subulussalam,11.75.03,Kecamatan Rundeng,RUNDING,2021,0,1599,curiga kanker,0,jiwa
11,Aceh,11.75,Kota Subulussalam,11.75.04,Kecamatan Sultan Daulat,SULTAN DAULAT,2021,0,780,curiga kanker,0,jiwa
11,Aceh,11.75,Kota Subulussalam,11.75.05,Kecamatan Longkib,LONGKIB,2021,0,3380,curiga kanker,0,jiwa
11,Aceh,11.75,Kota Subulussalam,11.75.02,Kecamatan Penanggalan,JONTOR,2021,0,1365,curiga kanker,0,jiwa
11,Aceh,11.75,Kota Subulussalam,11.75.01,Kecamatan Simpang Kiri,BAKAL BUAH,2021,0,3985,curiga kanker,0,jiwa
11,Aceh,11.75,Kota Subulussalam,11.75.04,Kecamatan Sultan Daulat,BATU-BATU,2021,0,614,curiga kanker,0,jiwa
11,Aceh,11.05,Kabupaten Aceh Barat,11.05.01,Kecamatan Johan Pahlawan,JOHAN PAHLAWAN,2021,1,4391,curiga kanker,8,jiwa
11,Aceh,11.05,Kabupaten Aceh Barat,11.05.01,Kecamatan Johan Pahlawan,SUAK RIBEE,2021,1,1317,curiga kanker,5,jiwa
11,Aceh,11.05,Kabupaten Aceh Barat,11.05.05,Kecamatan Samatiga,COT SEUMEREUNG,2021,1,2406,curiga kanker,7,jiwa
11,Aceh,11.05,Kabupaten Aceh Barat,11.05.06,Kecamatan Bubon,KUTA PADANG LAYUNG,2021,1,858,curiga kanker,2,jiwa
11,Aceh,11.05,Kabupaten Aceh Barat,11.05.07,Kecamatan Arongan Lambalek,DRIEN RAMPAK,2021,1,1331,curiga kanker,0,jiwa
11,Aceh,11.05,Kabupaten Aceh Barat,11.05.04,Kecamatan Woyla,KUALA BHEE,2021,1,1591,curiga kanker,3,jiwa
11,Aceh,11.05,Kabupaten Aceh Barat,11.05.10,Kecamatan Woyla Barat,PASIE MALI (WOYLA BARAT),2021,1,311,curiga kanker,1,jiwa
11,Aceh,11.05,Kabupaten Aceh Barat,11.05.11,Kecamatan Woyla Timur,TANGKEH,2021,1,544,curiga kanker,0,jiwa
11,Aceh,11.05,Kabupaten Aceh Barat,11.05.02,Kecamatan Kaway XVI,PEUREUMEU ,2021,1,2438,curiga kanker,5,jiwa
11,Aceh,11.05,Kabupaten Aceh Barat,11.05.09,Kecamatan Meureubo,MEUREUBO,2021,1,3280,curiga kanker,0,jiwa
11,Aceh,11.05,Kabupaten Aceh Barat,11.05.08,Kecamatan Pante Ceureumen,PANTE CEUREUMEN,2021,1,1273,curiga kanker,2,jiwa
11,Aceh,11.05,Kabupaten Aceh Barat,11.05.12,Kecamatan Panton Reu,MENTULANG,2021,1,717,curiga kanker,1,jiwa
11,Aceh,11.05,Kabupaten Aceh Barat,11.05.03,Kecamatan Sungai Mas,KAJEUNG,2021,1,234,curiga kanker,1,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.15,Kecamatan Sawang,SAWANG,2021,1,2889,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.15,Kecamatan Sawang,BABAH BULOH,2021,1,2635,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.16,Kecamatan Nisam,NISAM,2021,1,2785,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.26,Kecamatan Banda Baro,BANDA BARO,2021,1,1139,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.03,Kecamatan Kuta Makmur,KUTA MAKMUR,2021,1,3749,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.22,Kecamatan Simpang Kramat,SIMPANG KRAMAT,2021,1,1370,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.11,Kecamatan Syamtalira Bayu,SYAMTALIRA BAYU,2021,1,3143,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.11,Kecamatan Syamtalira Bayu,NISAM ANTARA,2021,1,1904,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.25,Kecamatan Geuredong Pase,GEUREUDONG PASE,2021,1,771,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.07,Kecamatan Meurah Mulia,MEURAH MULIA,2021,1,3002,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.05,Kecamatan Matangkuli,MATANGKULI,2021,1,2664,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.20,Kecamatan Paya Bakong,PAYA BAKONG,2021,1,2184,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.24,Kecamatan Pirak Timur,PIRAK TIMU,2021,1,1243,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.17,Kecamatan Cot Girek,COT GIREK,2021,1,2829,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.14,Kecamatan T. Jambo Aye,TANAH JAMBO AYE,2021,1,4799,curiga kanker,3,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.14,Kecamatan T. Jambo Aye,LHOK BEURINGEN,2021,1,1406,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.18,Kecamatan Langkahan,LANGKAHAN,2021,1,2036,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.18,Kecamatan Langkahan,SIMPANG TIGA,2021,1,1126,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.09,Kecamatan Seunuddon,SEUNUDON,2021,1,2399,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.09,Kecamatan Seunuddon,BLANG GEULUMPANG,2021,1,1242,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.01,Kecamatan Baktiya,BAKTIYA,2021,1,5302,curiga kanker,1,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.19,Kecamatan Baktiya Barat,SAMPOINIET,2021,1,2666,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.04,Kecamatan Lhoksukon,LHOKSUKON,2021,1,4722,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.04,Kecamatan Lhoksukon,BUKET HAGU,2021,1,2255,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.12,Kecamatan Tanah Luas,TANAH LUAS,2021,1,3577,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.21,Kecamatan Nibong,NIBONG,2021,1,1543,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.08,Kecamatan Samudera,SAMUDERA,2021,1,3813,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.10,Kecamatan Syamtalira Aron,SYAMTALIRA ARON,2021,1,2767,curiga kanker,2,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.13,Kecamatan Tanah Pasir,TANAH PASIR,2021,1,1414,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.23,Kecamatan Lapang,LAPANG,2021,1,1260,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.06,Kecamatan Muara Batu,MUARA BATU,2021,1,3914,curiga kanker,0,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.02,Kecamatan Dewantara,DEWANTARA,2021,1,6431,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.01,Kecamatan Samalanga,SAMALANGA,2021,0,5108,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.11,Kecamatan Simpang Mamplam,SIMPANG MAMPLAM,2021,0,4607,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.08,Kecamatan Pandrah,PANDRAH,2021,0,1403,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.02,Kecamatan Jeunieb,JEUNIEB,2021,0,4118,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.12,Kecamatan Peulimbang,PEULIMBANG,2021,0,1858,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.03,Kecamatan Peudada,PEUDADA,2021,0,4405,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.09,Kecamatan Juli,JULI ,2021,0,2403,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.09,Kecamatan Juli,JULI-2,2021,0,2958,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.04,Kecamatan Jeumpa,JEUMPA,2021,0,6072,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.13,Kecamatan Kota Juang,KOTA JUANG,2021,0,8403,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.14,Kecamatan Kuala,KUALA ,2021,0,2921,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.10,Kecamatan Jangka,JANGKA,2021,0,4687,curiga kanker,1,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.05,Kecamatan Peusangan,PEUSANGAN,2021,0,5161,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.05,Kecamatan Peusangan,PEUSANGAN SELATAN,2021,0,2385,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.15,Kecamatan Peusangan Siblah Krueng,PEUSANGAN SIBLAH KRUENG,2021,0,1903,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.06,Kecamatan Makmur,MAKMUR,2021,0,2509,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.07,Kecamatan Gandapura,GANDA PURA,2021,0,2748,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.17,Kecamatan Kuta Blang,KUTA BLANG,2021,0,3671,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.05,Kecamatan Peusangan,COT IE JUE,2021,0,3447,curiga kanker,0,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.07,Kecamatan Gandapura,MON KEULAYU,2021,0,990,curiga kanker,0,jiwa
11,Aceh,11.72,Kota Sabang,11.72.02,Kecamatan Sukajaya,SUKAJAYA,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.72,Kota Sabang,11.72.02,Kecamatan Sukajaya,JABOI,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.72,Kota Sabang,11.72.02,Kecamatan Sukajaya,COT BA'U,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.72,Kota Sabang,11.72.01,Kecamatan Sukakarya,SUKAKARYA,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.72,Kota Sabang,11.72.01,Kecamatan Sukakarya,IBOIH,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.72,Kota Sabang,11.72.01,Kecamatan Sukakarya,PRIA LAOT,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.73,Kota Lhokseumawe,11.73.03,Kecamatan Blang Mangat,BLANG MANGAT,2021,1,2830,curiga kanker,1,jiwa
11,Aceh,11.73,Kota Lhokseumawe,11.73.03,Kecamatan Blang Mangat,BLANG CUT,2021,1,1349,curiga kanker,0,jiwa
11,Aceh,11.73,Kota Lhokseumawe,11.73.01,Kecamatan Muara Dua,MUARA DUA,2021,1,1561,curiga kanker,0,jiwa
11,Aceh,11.73,Kota Lhokseumawe,11.73.04,Kecamatan Muara Satu,MUARA SATU,2021,1,6116,curiga kanker,0,jiwa
11,Aceh,11.73,Kota Lhokseumawe,11.73.02,Kecamatan Banda Sakti,BANDA SAKTI,2021,1,10034,curiga kanker,0,jiwa
11,Aceh,11.73,Kota Lhokseumawe,11.73.02,Kecamatan Banda Sakti,MON GEUDONG,2021,1,4088,curiga kanker,0,jiwa
11,Aceh,11.73,Kota Lhokseumawe,11.73.01,Kecamatan Muara Dua,KANDANG,2021,1,2955,curiga kanker,0,jiwa
